Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
2014-04-10,Portland,14.6,19.3,0.2,2.0,5.3,S,39.0,ESE,S,7.0,13.0,100.0,92.0,1013.5,1011.3,7.0,8.0,16.9,18.1,No
2011-09-11,Albany,7.0,22.6,0.0,2.2,10.7,,,WSW,N,4.0,9.0,83.0,43.0,1032.2,1026.8,1.0,0.0,11.7,22.0,No
2014-07-12,MountGinini,-3.2,-0.3,0.6,,,,,,,,,97.0,97.0,,,,,-1.3,-1.5,No
2010-09-20,Sale,8.7,17.1,0.0,2.8,6.7,WSW,56.0,W,WSW,22.0,35.0,80.0,62.0,1025.6,1023.4,7.0,3.0,13.0,15.9,No
2009-06-29,WaggaWagga,7.1,17.0,1.4,0.8,4.7,N,22.0,NNE,N,7.0,11.0,81.0,69.0,1012.5,1010.4,6.0,2.0,10.7,16.2,Yes
2016-12-04,Penrith,18.3,34.1,0.0,,,SE,28.0,N,E,9.0,7.0,63.0,42.0,,,,,23.6,31.7,No
2012-07-18,NorahHead,11.1,20.4,0.0,,,SSE,28.0,NW,W,9.0,2.0,66.0,50.0,1019.3,1015.6,,,15.5,18.6,No
2009-02-03,Wollongong,19.9,24.6,0.0,,,SE,48.0,ENE,SE,11.0,35.0,81.0,80.0,1010.9,1011.0,,,22.6,22.8,No
2016-03-12,Canberra,14.2,32.1,3.8,,,WSW,46.0,SSE,W,7.0,13.0,79.0,36.0,1020.5,1017.4,,,19.7,31.3,Yes
2014-12-26,MountGambier,8.0,20.6,1.0,3.8,12.0,SSW,43.0,SW,SW,26.0,24.0,54.0,35.0,1018.6,1019.0,5.0,8.0,14.3,18.5,No
2009-11-03,MelbourneAirport,13.5,22.0,0.8,7.0,5.9,WSW,61.0,SW,WSW,9.0,46.0,66.0,44.0,1010.0,1013.0,2.0,7.0,15.2,18.4,No
2011-12-03,AliceSprings,14.7,26.2,0.0,12.8,0.1,ESE,37.0,ESE,SSE,17.0,11.0,16.0,23.0,1011.9,1010.8,8.0,8.0,23.0,23.7,No
2012-05-23,Canberra,-2.1,17.1,0.0,2.0,8.0,,,S,WNW,6.0,28.0,85.0,28.0,1023.7,1019.6,1.0,,5.6,16.4,No
2015-07-22,Portland,8.3,13.8,0.4,2.0,7.9,NNW,69.0,NNW,W,19.0,26.0,85.0,70.0,1015.6,1018.6,1.0,8.0,9.4,13.3,No
2014-09-06,Albany,13.2,23.0,0.0,2.2,3.1,,,NW,NW,11.0,13.0,69.0,65.0,1000.0,995.9,8.0,4.0,20.4,20.5,No
2012-02-24,Penrith,17.1,31.7,0.0,,,ENE,24.0,SE,NNW,2.0,4.0,78.0,33.0,,,,,22.6,31.1,No
2014-05-12,PearceRAAF,10.8,24.4,4.8,,5.4,WNW,44.0,NNW,W,20.0,26.0,80.0,51.0,1018.2,1017.2,4.0,8.0,17.4,22.6,Yes
2012-01-02,Mildura,22.8,40.4,0.0,12.8,13.4,N,41.0,N,NNE,28.0,17.0,21.0,13.0,1012.5,1010.3,1.0,5.0,31.3,38.6,No
2009-02-03,AliceSprings,23.8,39.3,0.0,12.6,12.3,ESE,57.0,NE,ESE,6.0,28.0,38.0,13.0,1004.7,1001.0,1.0,3.0,32.3,38.8,No
2013-03-02,Canberra,11.8,18.3,0.0,7.0,,SE,56.0,SSE,ESE,17.0,30.0,55.0,56.0,1022.7,1022.1,6.0,8.0,14.1,16.9,No
2015-12-06,Adelaide,26.6,41.5,0.0,,,ESE,52.0,NNE,SW,9.0,17.0,18.0,16.0,1011.8,1008.5,,,34.6,40.7,No
2015-04-21,Darwin,24.8,32.3,0.0,10.2,8.5,ESE,44.0,SE,E,26.0,22.0,45.0,39.0,1012.3,1009.3,7.0,6.0,26.9,31.3,No
2016-11-26,AliceSprings,11.9,32.4,0.0,,,S,35.0,E,ESE,17.0,15.0,19.0,16.0,1015.9,1011.9,,,24.0,29.6,No
2014-12-17,Tuggeranong,15.1,25.7,0.6,,,ENE,41.0,NNW,N,9.0,17.0,40.0,20.0,1004.1,1003.7,,,17.6,24.5,No
2010-05-14,Witchcliffe,8.0,16.9,0.6,,,S,37.0,S,SSE,13.0,20.0,56.0,49.0,1021.6,1020.7,,,14.5,15.1,No
2014-07-31,Witchcliffe,10.1,13.5,1.2,,,SSE,37.0,S,SSE,6.0,17.0,62.0,54.0,1027.9,1027.6,,,10.6,12.2,Yes
2016-12-03,Nhil,5.8,30.7,0.0,,,WNW,43.0,ESE,NNW,15.0,9.0,46.0,19.0,1015.0,1011.9,,,16.0,28.1,No
2014-07-29,Nuriootpa,9.6,14.2,0.0,2.8,2.1,W,70.0,WNW,WNW,35.0,31.0,81.0,91.0,1017.1,1017.4,7.0,8.0,11.7,13.1,No
2009-11-22,Townsville,25.2,30.8,0.0,12.0,11.0,ENE,39.0,ENE,ENE,22.0,31.0,52.0,53.0,1013.8,1011.1,3.0,6.0,28.9,29.7,No
2015-06-21,Ballarat,-3.9,8.8,0.2,,,NNE,46.0,,N,0.0,24.0,99.0,67.0,1028.2,1025.8,,,1.2,8.3,No
2010-04-07,NorahHead,18.6,22.5,5.8,,,NNE,37.0,NNW,NNE,17.0,22.0,95.0,86.0,1017.1,1013.1,,,18.8,21.8,Yes
2011-06-27,Moree,5.5,20.0,0.0,2.4,2.2,E,24.0,E,S,11.0,15.0,76.0,38.0,1028.7,1025.9,7.0,6.0,11.6,19.5,No
2013-10-16,Woomera,13.4,34.5,0.0,8.0,11.4,WSW,74.0,N,NW,33.0,48.0,7.0,1.0,1013.7,1007.3,0.0,0.0,21.2,32.2,No
2014-10-17,MelbourneAirport,6.4,18.0,1.4,2.4,11.3,SSE,31.0,ESE,SE,19.0,9.0,53.0,36.0,1027.2,1025.6,4.0,1.0,12.0,17.2,Yes
2010-04-12,BadgerysCreek,10.2,23.6,0.0,,,SW,44.0,WSW,SW,22.0,30.0,39.0,24.0,1015.0,1012.0,,,16.7,22.9,No
2015-05-31,Hobart,9.4,10.1,3.6,3.6,4.8,W,72.0,NW,WNW,19.0,17.0,73.0,39.0,998.0,1002.3,7.0,4.0,9.6,9.0,Yes
2015-10-08,Adelaide,12.9,29.7,0.0,,,ESE,30.0,ESE,NNW,9.0,11.0,40.0,21.0,1032.3,1026.6,,,17.4,28.6,No
2016-08-30,Adelaide,12.7,19.9,5.8,,,NW,35.0,NNE,NNW,9.0,15.0,96.0,64.0,1012.9,1010.6,,,13.7,18.9,Yes
2013-08-24,NorfolkIsland,13.6,19.9,0.2,4.0,10.5,WNW,57.0,NW,NW,22.0,24.0,53.0,73.0,1017.2,1014.7,3.0,4.0,18.1,18.3,No
2014-02-18,Sydney,18.9,24.7,0.0,2.4,2.7,E,26.0,NW,E,4.0,13.0,77.0,68.0,1013.0,1009.9,7.0,7.0,20.6,23.9,No
2012-10-27,Tuggeranong,1.8,20.1,0.0,,,ENE,24.0,WNW,WNW,6.0,9.0,57.0,36.0,1015.5,1015.3,,,10.9,18.9,No
2012-10-18,PerthAirport,7.0,23.3,0.0,6.0,11.6,WSW,35.0,S,SW,9.0,17.0,55.0,51.0,1017.6,1016.1,2.0,1.0,19.3,21.6,No
2015-04-17,Hobart,10.8,20.5,0.2,4.4,8.6,NNW,52.0,NNW,NW,35.0,20.0,54.0,31.0,1019.2,1014.3,5.0,7.0,14.5,20.3,No
2013-04-14,Cobar,16.6,31.1,0.0,12.6,,NW,24.0,NW,WSW,7.0,13.0,24.0,14.0,1014.7,1010.5,1.0,1.0,25.0,30.2,No
2012-07-31,MelbourneAirport,6.4,12.3,0.4,0.6,6.1,SSE,33.0,SSW,S,9.0,20.0,87.0,58.0,1030.6,1028.0,2.0,7.0,8.2,10.7,No
2010-09-12,Penrith,5.5,21.5,0.0,,,NNE,30.0,N,NE,6.0,13.0,73.0,43.0,,,,,12.5,20.6,No
2015-03-16,Williamtown,16.2,24.1,8.2,5.2,10.4,S,44.0,S,SSE,13.0,19.0,59.0,35.0,1017.3,1015.5,5.0,1.0,20.4,22.8,Yes
2017-01-23,GoldCoast,22.5,29.5,0.0,,,SE,37.0,SSE,ENE,17.0,11.0,64.0,50.0,1017.1,1014.9,,,24.9,27.9,No
2010-11-06,CoffsHarbour,15.4,18.3,73.8,,0.0,SSE,43.0,S,S,17.0,28.0,89.0,94.0,1020.0,1019.1,8.0,8.0,16.1,16.8,Yes
2015-03-07,Moree,12.0,33.6,0.0,,,N,28.0,,N,0.0,11.0,30.0,12.0,1010.6,1007.8,,,19.4,31.7,No
2013-09-23,WaggaWagga,8.3,25.0,0.0,3.0,9.7,NNW,57.0,ENE,ENE,15.0,17.0,64.0,49.0,1010.9,1006.5,0.0,0.0,15.8,24.3,No
2009-02-28,Cairns,24.6,32.0,2.0,4.8,,ESE,44.0,SSE,SE,26.0,31.0,64.0,57.0,1010.5,1007.2,2.0,1.0,28.4,31.6,Yes
2017-03-08,Adelaide,19.1,33.0,0.0,,,SW,31.0,NNE,WSW,6.0,15.0,45.0,29.0,1014.3,1012.8,,,23.3,31.3,No
2015-03-03,SydneyAirport,17.9,28.7,0.0,5.0,8.0,ENE,37.0,NW,ENE,13.0,31.0,56.0,44.0,1015.9,1012.9,1.0,2.0,22.7,27.6,No
2012-10-03,WaggaWagga,2.7,25.5,0.0,3.2,11.2,W,28.0,E,NW,9.0,13.0,59.0,19.0,1028.0,1022.8,2.0,1.0,16.1,24.7,No
2015-04-19,Watsonia,8.5,13.6,9.8,2.4,6.1,S,50.0,E,SSW,7.0,20.0,99.0,63.0,1026.3,1029.7,6.0,7.0,9.2,11.9,Yes
2014-05-05,Katherine,18.1,32.0,0.0,4.0,,E,35.0,E,ESE,20.0,22.0,60.0,,1016.2,1012.9,1.0,0.0,25.2,31.0,No
2010-03-04,Nuriootpa,12.2,30.5,0.0,10.0,10.3,ENE,39.0,,NNE,0.0,19.0,40.0,29.0,1009.8,1006.8,5.0,7.0,21.2,28.3,No
2016-09-18,CoffsHarbour,16.5,21.6,0.8,,,N,54.0,NNW,NNW,15.0,13.0,85.0,78.0,1015.7,1008.3,8.0,8.0,17.9,20.7,No
2016-12-14,Darwin,24.5,33.4,8.0,5.6,7.2,ESE,48.0,NE,WNW,6.0,19.0,81.0,60.0,1009.6,1006.4,7.0,7.0,29.2,32.6,Yes
2011-12-24,PearceRAAF,16.2,32.2,0.0,,13.3,ESE,43.0,E,SSE,22.0,13.0,40.0,22.0,1015.1,1011.2,,,23.0,31.2,No
2013-04-27,AliceSprings,6.4,28.5,0.0,8.0,7.8,E,30.0,,ESE,0.0,13.0,22.0,13.0,1020.7,1016.1,7.0,7.0,18.0,27.1,No
2015-01-07,MountGinini,11.0,21.7,22.4,,,E,35.0,W,WSW,4.0,7.0,53.0,94.0,,,,,17.6,13.2,Yes
2015-11-13,Portland,11.8,17.4,0.0,6.2,8.3,SSW,31.0,SSE,S,17.0,19.0,69.0,60.0,1019.8,1019.8,7.0,4.0,14.4,16.0,No
2015-03-06,Sydney,16.2,30.9,0.0,8.8,11.3,WSW,44.0,WNW,W,15.0,24.0,44.0,22.0,1007.6,1003.7,5.0,1.0,21.1,29.6,No
2010-12-05,NorahHead,18.4,24.9,0.2,,,ENE,33.0,SE,NE,2.0,11.0,85.0,74.0,1012.1,1010.5,,,20.4,22.9,No
2012-07-28,Watsonia,7.5,14.6,12.6,1.0,3.4,SW,39.0,N,WSW,4.0,15.0,99.0,82.0,1020.3,1019.3,7.0,5.0,8.8,14.5,Yes
2016-04-27,Williamtown,10.0,23.2,0.0,2.0,,ESE,28.0,NW,ESE,13.0,11.0,86.0,65.0,1027.9,1024.0,6.0,5.0,16.3,22.3,No
2014-05-19,Canberra,3.5,20.0,0.0,,,NW,31.0,SE,NNW,4.0,17.0,97.0,58.0,1027.2,1024.1,,1.0,9.9,17.6,No
2017-04-01,MountGambier,10.4,17.0,1.8,,,SSW,41.0,SW,SSW,15.0,24.0,71.0,61.0,1023.4,1024.8,8.0,8.0,13.6,15.2,Yes
2013-08-14,Ballarat,5.5,10.9,0.0,,,SW,69.0,NNW,W,30.0,39.0,87.0,69.0,1004.6,1006.1,8.0,8.0,7.7,9.5,No
2011-09-13,MountGinini,-2.1,6.6,0.0,,,WSW,57.0,SW,WSW,17.0,22.0,74.0,71.0,,,,,0.9,3.5,No
2013-05-06,BadgerysCreek,6.5,19.8,0.0,,,SSW,24.0,SW,SE,15.0,13.0,63.0,58.0,1027.1,1024.4,,,14.0,17.9,No
2014-10-01,Adelaide,9.4,18.5,0.8,3.2,,WSW,37.0,SSW,WSW,13.0,20.0,43.0,46.0,1028.2,1026.7,,,15.0,17.6,No
2012-02-01,NorahHead,18.5,19.4,12.6,,,SSE,50.0,SE,SSE,35.0,37.0,89.0,92.0,1013.7,1013.4,,,18.9,17.8,Yes
2015-09-05,Nhil,0.7,15.0,0.2,,,ENE,20.0,S,NNE,7.0,6.0,100.0,54.0,1026.5,1022.1,,,6.5,13.9,No
2014-02-14,Albury,21.3,30.6,0.0,,,WSW,28.0,SE,WSW,9.0,13.0,62.0,33.0,1006.1,1003.5,,,24.0,30.1,No
2015-08-21,Melbourne,,,,6.4,1.2,N,78.0,N,NNE,43.0,35.0,,,,,,,,,
2012-05-02,PearceRAAF,15.8,28.2,0.0,,9.5,ENE,50.0,ENE,NE,26.0,17.0,45.0,28.0,1022.8,1017.1,1.0,4.0,18.6,27.9,No
2015-12-07,Adelaide,30.7,38.5,0.0,,,ESE,57.0,E,WNW,19.0,13.0,19.0,21.0,1004.8,1005.1,,,34.3,37.1,No
2017-03-19,Albury,15.3,34.9,0.0,,,SE,24.0,SSE,SSE,6.0,15.0,62.0,30.0,1020.2,1015.0,,,20.2,33.1,No
2009-09-30,Walpole,7.1,14.3,1.4,,,S,31.0,S,WSW,9.0,15.0,67.0,62.0,1019.6,1019.2,,,12.1,12.9,Yes
2012-08-25,Sydney,10.7,20.7,0.0,6.4,10.7,W,41.0,WNW,WNW,15.0,6.0,42.0,26.0,1018.0,1015.5,1.0,1.0,13.8,20.0,No
2010-01-10,Sydney,24.1,30.0,0.0,11.0,12.7,,,N,SSE,2.0,20.0,65.0,56.0,1016.1,1015.4,1.0,2.0,28.3,28.9,No
2013-09-25,AliceSprings,13.9,38.1,0.0,12.0,11.5,W,46.0,WSW,W,19.0,30.0,8.0,4.0,1013.7,1009.2,0.0,0.0,29.7,36.9,No
2015-10-15,AliceSprings,13.9,38.6,0.0,10.8,12.1,E,37.0,N,E,11.0,19.0,8.0,5.0,1015.6,1011.1,0.0,1.0,29.9,37.0,No
2010-02-22,Dartmoor,12.4,23.0,0.0,5.6,5.5,WNW,61.0,NW,WNW,20.0,30.0,79.0,89.0,1012.2,1013.4,,,17.1,16.9,No
2011-05-31,AliceSprings,-2.2,18.6,0.0,4.0,10.1,ESE,30.0,WSW,ESE,4.0,15.0,59.0,16.0,1023.0,1018.9,0.0,0.0,6.7,18.5,No
2012-04-04,Melbourne,13.5,26.3,0.0,3.0,10.3,S,24.0,NW,SSW,4.0,6.0,66.0,49.0,1017.3,1014.1,0.0,2.0,17.3,24.7,No
2010-04-01,Canberra,6.6,23.1,0.0,3.4,10.8,ENE,30.0,SE,WNW,7.0,7.0,79.0,44.0,1020.7,1017.3,0.0,2.0,11.5,22.4,No
2012-08-26,Perth,5.8,20.3,0.0,2.8,10.8,SW,31.0,,SW,0.0,17.0,75.0,57.0,1018.5,1016.6,1.0,2.0,13.6,19.4,No
2013-10-15,Williamtown,6.6,24.4,0.2,6.8,12.2,WNW,35.0,WNW,WNW,24.0,20.0,39.0,15.0,1023.7,1019.7,1.0,1.0,14.8,22.9,No
2010-09-20,Canberra,0.3,18.9,0.0,3.2,8.8,N,20.0,SSW,N,6.0,6.0,77.0,30.0,1026.0,1022.5,6.0,1.0,9.7,17.9,No
2009-01-05,Bendigo,10.9,34.2,0.0,8.0,,W,54.0,NNW,W,6.0,24.0,31.0,3.0,1012.0,1009.8,2.0,1.0,23.6,33.3,No
2013-07-07,Uluru,4.7,22.5,0.0,,,NE,43.0,SE,NE,13.0,19.0,54.0,22.0,1025.9,1023.0,,,9.1,22.2,No
2015-01-21,Portland,11.9,21.0,1.6,4.0,8.2,SW,28.0,WSW,SSW,17.0,15.0,97.0,77.0,1009.4,1010.7,8.0,5.0,16.0,20.4,Yes
2009-04-01,Witchcliffe,4.0,18.9,0.8,,,SE,31.0,S,S,13.0,17.0,55.0,36.0,1025.7,1023.9,,,14.4,18.1,No
2014-12-24,Penrith,20.9,27.4,4.2,,,ESE,26.0,SSE,ESE,7.0,13.0,79.0,71.0,,,,,24.0,23.8,Yes
2013-06-16,Cairns,17.0,25.5,0.0,6.6,3.9,SE,35.0,S,SE,15.0,22.0,62.0,62.0,1014.6,1010.4,7.0,7.0,22.2,24.6,No
2011-12-20,SydneyAirport,18.8,21.8,9.0,2.2,6.6,,,SSW,S,30.0,28.0,82.0,75.0,1013.5,1014.8,8.0,3.0,19.5,21.2,Yes
2014-08-13,Newcastle,6.0,17.3,18.2,,,,,SW,SE,4.0,19.0,94.0,59.0,,,8.0,6.0,11.5,16.0,Yes
2009-06-28,Moree,9.7,15.2,0.6,1.2,2.0,WSW,39.0,WSW,WSW,13.0,24.0,94.0,54.0,1010.0,1009.6,7.0,7.0,12.1,14.4,No
2014-07-21,Ballarat,-0.6,9.7,0.0,,,NNE,20.0,,N,0.0,13.0,100.0,79.0,1026.5,1024.4,,,3.4,8.7,No
2010-08-27,MelbourneAirport,4.6,13.0,2.2,2.0,7.3,SW,50.0,WSW,SSW,24.0,24.0,69.0,89.0,1010.1,1013.7,1.0,7.0,8.8,8.8,Yes
2013-09-30,Canberra,2.2,24.2,0.0,,,NNW,43.0,W,NNW,7.0,28.0,75.0,34.0,1017.5,1011.3,,,11.7,23.1,No
2013-09-25,Canberra,5.0,24.9,0.0,,,NW,46.0,N,NW,4.0,28.0,62.0,37.0,1010.9,1008.3,,1.0,17.1,23.9,No
2014-06-15,Mildura,3.9,15.9,0.0,1.6,8.5,SW,30.0,SW,SSW,13.0,19.0,90.0,51.0,1023.2,1021.8,1.0,1.0,8.3,15.3,No
2009-01-09,Launceston,5.2,22.2,0.0,8.0,,NW,33.0,SSE,NNW,11.0,13.0,48.0,38.0,1021.0,1018.3,,,13.7,20.2,No
2011-01-13,BadgerysCreek,22.4,28.7,1.0,,,E,41.0,ENE,ENE,13.0,24.0,74.0,57.0,1015.1,1013.1,,,24.7,27.6,No
2015-10-24,BadgerysCreek,8.5,25.6,0.0,,,E,31.0,E,NE,4.0,15.0,76.0,38.0,,,,,16.5,24.4,No
2011-10-12,Witchcliffe,11.1,18.6,0.0,,,WNW,41.0,N,NNW,7.0,19.0,57.0,59.0,1017.2,1014.3,,,15.9,17.6,No
2011-08-24,Bendigo,1.1,18.3,0.0,,,N,26.0,SSE,NNW,7.0,13.0,90.0,42.0,1030.4,1026.1,0.0,1.0,8.4,17.4,No
2009-09-24,MountGinini,,4.9,,,,SW,85.0,,,,,,,,,,,,,
2013-12-21,Richmond,22.9,30.9,0.0,,,ESE,41.0,S,SE,11.0,24.0,60.0,46.0,1016.3,1014.3,,,25.0,29.4,No
2016-10-02,Perth,10.0,17.5,2.8,5.2,8.4,SW,46.0,WSW,SW,19.0,19.0,58.0,54.0,1016.8,1017.9,6.0,6.0,15.0,16.0,Yes
2010-10-31,WaggaWagga,13.6,21.1,28.6,2.2,9.1,NNW,48.0,NNW,NW,17.0,26.0,68.0,49.0,1012.7,1012.6,3.0,7.0,16.0,19.2,Yes
2015-05-07,SalmonGums,1.8,19.3,0.0,,,NNW,20.0,N,S,7.0,11.0,72.0,42.0,,,,,13.9,18.3,No
2015-01-28,Wollongong,16.6,21.1,41.2,,,SSW,56.0,SSW,SSW,28.0,22.0,95.0,77.0,1014.7,1014.2,8.0,8.0,17.4,20.2,Yes
2012-07-10,Portland,8.7,12.2,7.8,0.4,0.6,ENE,24.0,E,NNE,7.0,9.0,97.0,91.0,1014.5,1009.2,8.0,7.0,9.8,11.6,Yes
2011-10-06,Tuggeranong,9.3,14.9,0.0,,,NNE,17.0,ENE,NNW,7.0,7.0,77.0,75.0,1015.5,1012.7,,,11.1,13.5,No
2013-12-03,Katherine,24.1,35.0,7.0,2.8,,ENE,50.0,E,WSW,7.0,7.0,84.0,86.0,1010.9,1006.5,8.0,3.0,27.0,34.0,Yes
2009-09-22,Cairns,16.9,30.3,0.0,6.6,9.7,NE,33.0,S,NE,13.0,22.0,57.0,55.0,1014.9,1010.7,5.0,1.0,25.5,28.7,No
2014-07-20,WaggaWagga,-1.6,13.2,0.0,1.6,8.6,E,17.0,E,,11.0,0.0,85.0,49.0,1029.0,1026.5,3.0,7.0,3.3,12.2,No
2008-03-28,Canberra,4.4,18.2,0.0,3.6,11.0,W,31.0,SE,WNW,7.0,19.0,78.0,35.0,1017.4,1015.0,1.0,3.0,9.2,17.2,No
2010-09-07,Wollongong,10.6,14.8,0.0,,,S,43.0,SSW,SSE,19.0,28.0,62.0,62.0,1024.2,1024.2,1.0,6.0,12.7,13.9,No
2008-06-09,Sydney,13.0,16.9,3.6,1.2,1.2,,,W,ESE,13.0,2.0,96.0,89.0,1030.9,1028.0,7.0,8.0,13.9,16.2,Yes
2012-05-19,Dartmoor,7.4,14.4,1.8,2.4,8.3,SSW,37.0,,SW,0.0,17.0,100.0,58.0,1026.0,1026.1,,,9.1,13.5,Yes
2011-09-06,MountGambier,7.2,13.4,6.6,3.0,8.4,WNW,69.0,WNW,NW,20.0,31.0,77.0,82.0,1013.0,1013.8,2.0,7.0,9.9,8.4,Yes
2010-09-02,Penrith,12.3,19.0,0.0,,,SE,24.0,SW,E,11.0,11.0,94.0,74.0,,,,,16.4,18.3,No
2013-04-14,Walpole,14.5,21.5,0.0,,,SE,24.0,E,SSE,6.0,13.0,89.0,71.0,1017.5,1015.9,,,19.7,20.4,No
2012-02-21,Sale,15.3,21.9,4.8,3.6,1.1,ESE,33.0,E,E,13.0,22.0,96.0,66.0,1015.4,1015.2,8.0,8.0,16.8,20.5,Yes
2012-06-14,Launceston,5.8,14.8,0.0,,,ENE,30.0,W,SSE,2.0,4.0,98.0,77.0,1019.1,1014.0,,,7.5,14.1,No
2010-02-23,Newcastle,21.4,33.7,0.0,,,,,SW,SE,4.0,22.0,49.0,75.0,,,1.0,8.0,29.1,23.8,No
2012-05-27,Newcastle,6.6,19.0,0.0,,,,,,,0.0,0.0,63.0,43.0,,,1.0,5.0,12.4,17.4,No
2013-04-10,SalmonGums,10.6,35.0,0.0,,,N,30.0,N,NE,17.0,9.0,27.0,14.0,,,,,26.9,34.3,No
2012-03-21,Darwin,27.5,32.7,0.0,6.0,7.8,WNW,46.0,W,WNW,24.0,33.0,71.0,64.0,1006.4,1004.3,7.0,5.0,30.1,31.3,No
2013-08-31,CoffsHarbour,15.1,24.9,0.0,1.5,,WNW,30.0,WNW,ESE,7.0,11.0,69.0,64.0,1021.4,1019.6,3.0,4.0,20.0,23.1,No
2012-06-17,GoldCoast,14.1,23.7,0.0,,,WSW,31.0,NNW,E,13.0,11.0,59.0,46.0,1020.5,1018.4,,,18.8,22.1,No
2015-05-17,Dartmoor,0.7,18.3,0.0,0.4,9.7,N,17.0,,WNW,0.0,9.0,,,1033.3,1030.3,,,4.8,17.5,No
2017-02-14,WaggaWagga,10.8,30.3,0.0,9.2,,SW,33.0,SSE,WNW,7.0,15.0,57.0,25.0,1014.9,1012.4,,,18.0,28.1,No
2011-05-12,Sale,4.2,13.8,2.2,1.2,2.0,W,33.0,WNW,W,17.0,20.0,77.0,83.0,1011.1,1008.3,6.0,7.0,8.8,12.3,Yes
2016-12-24,Darwin,26.2,33.2,0.0,4.6,5.7,NNW,48.0,NNE,NNW,15.0,24.0,79.0,71.0,1008.1,1005.6,7.0,7.0,29.5,31.0,No
2010-08-04,Melbourne,9.5,13.8,0.0,1.2,0.1,N,46.0,NNW,WNW,15.0,20.0,68.0,74.0,1016.1,1014.0,7.0,8.0,10.9,11.7,No
2016-12-02,AliceSprings,24.7,42.2,0.0,16.0,,W,50.0,NW,NNW,20.0,19.0,10.0,9.0,1007.8,1004.9,,,36.2,38.8,No
2016-02-12,CoffsHarbour,18.0,27.8,0.0,,,S,28.0,SW,SE,13.0,19.0,75.0,59.0,1016.2,1015.0,2.0,,24.2,26.6,No
2016-08-23,AliceSprings,12.6,16.2,0.0,2.6,,S,37.0,SE,S,13.0,15.0,96.0,72.0,1010.8,1009.2,7.0,8.0,13.1,14.4,No
2017-03-12,Sydney,17.4,26.4,0.0,7.2,10.6,NNE,46.0,NNE,ENE,9.0,28.0,62.0,50.0,1010.6,1007.7,1.0,1.0,22.3,26.0,No
2016-08-27,Watsonia,7.5,14.9,0.0,2.4,8.2,NNE,43.0,NNW,N,15.0,19.0,63.0,51.0,1022.8,1019.0,4.0,7.0,10.8,14.8,No
2015-03-05,Mildura,14.1,25.1,0.0,9.4,11.4,SSW,54.0,S,S,24.0,19.0,56.0,21.0,1020.3,1018.6,3.0,2.0,15.4,22.3,No
2010-12-05,MountGinini,9.0,18.7,3.8,,,ENE,50.0,ESE,E,15.0,19.0,62.0,51.0,,,,,13.4,17.5,Yes
2009-12-15,Ballarat,7.1,29.8,0.0,,,NNW,28.0,ESE,N,13.0,9.0,28.0,13.0,1019.3,1016.7,0.0,,19.3,27.7,No
2016-07-06,MountGinini,-2.3,3.8,16.2,,,SSE,57.0,SW,S,19.0,30.0,100.0,100.0,,,,,-1.0,3.0,Yes
2009-06-16,PearceRAAF,3.5,20.2,0.0,,7.7,NNW,26.0,ENE,N,7.0,15.0,62.0,35.0,1023.9,1020.7,0.0,1.0,12.4,19.3,No
2010-07-24,Perth,4.0,19.9,0.0,3.2,7.2,NE,30.0,NE,NNW,11.0,7.0,56.0,33.0,1027.3,1022.4,7.0,7.0,11.7,19.4,No
2016-02-13,Witchcliffe,14.5,22.6,0.0,,,S,48.0,SSE,SSE,26.0,33.0,52.0,48.0,1024.9,1022.9,,,18.2,21.0,No
2009-02-17,Perth,16.3,30.2,0.0,9.0,12.5,S,44.0,SE,SSW,13.0,11.0,61.0,35.0,1013.0,1009.8,1.0,1.0,19.7,30.1,No
2016-06-27,WaggaWagga,0.0,9.0,0.0,2.8,,SW,35.0,WSW,SW,11.0,24.0,89.0,65.0,1019.0,1018.6,8.0,7.0,5.7,8.3,No
2012-05-17,Cobar,5.8,21.1,0.0,2.6,,W,17.0,SE,WSW,7.0,9.0,55.0,27.0,1024.8,1021.2,1.0,1.0,12.6,20.4,No
2017-04-11,Melbourne,12.3,18.5,15.4,0.0,7.7,SSW,37.0,SSE,S,13.0,15.0,72.0,73.0,1024.3,1023.7,7.0,4.0,17.0,17.6,Yes
2015-01-04,SydneyAirport,22.9,33.8,0.0,10.2,8.9,SSW,69.0,WNW,NE,13.0,33.0,63.0,51.0,1015.9,1012.2,1.0,7.0,27.9,30.3,No
2009-10-13,Williamtown,11.9,26.5,2.4,4.0,8.9,WNW,70.0,WNW,WNW,33.0,50.0,47.0,21.0,1002.7,999.1,0.0,2.0,20.1,25.6,Yes
2010-06-12,SalmonGums,2.4,18.6,0.0,,,N,33.0,N,NE,20.0,13.0,60.0,36.0,,,,,12.2,18.0,No
2013-04-30,Albury,8.6,20.4,2.6,,,WSW,19.0,SSE,SW,6.0,9.0,77.0,62.0,1025.6,1021.9,,3.0,13.0,19.3,Yes
2014-10-05,PearceRAAF,10.0,18.5,,,6.1,,,NNW,,20.0,,88.0,,1009.3,,8.0,,17.1,,
